序号,视频ID,视频标题,视频URL,发布时间,视频时长(s),作者昵称,作者ID,点赞数,收藏数,分享数,播放数,评论总数,层级,评论ID,评论内容,评论用户,评论用户ID,评论点赞数,回复数,评论时间,IP属地,回复目标用户
205,7453401499742342454,,,,,,,,,,,,L1,7453445125542200124,十一年合理吗,chen🍊,87419565189,41,0,2024-12-28 20:53:49,四川,
206,7453401499742342454,,,,,,,,,,,,L1,7453450413334020900,我最亲爱的祖国，请保护妇女儿童,玖,1666513344148087,3,0,2024-12-28 21:14:20,北京,
207,7453401499742342454,,,,,,,,,,,,L1,7453408653091586854,11年不够,小花同学,55074510304,22,0,2024-12-28 18:32:19,广东,
208,7453401499742342454,,,,,,,,,,,,L1,7453419926255928122,11年太轻了。对方藐视法庭带手机进去。庭审过程中用方言。,李,3303354567241789,6,0,2024-12-28 19:16:02,重庆,
209,7453401499742342454,,,,,,,,,,,,L1,7453404022247867193,11年,小易,62283370338,74,0,2024-12-28 18:14:20,广东,
210,7453401499742342454,,,,,,,,,,,,L1,7453419322430571324,11年太少了,仅仅而已,3113414472246983,29,0,2024-12-28 19:13:41,四川,
211,7453401499742342454,,,,,,,,,,,,L1,7453443553257210683,十一年真的够吗,雨梦潇默,59640545652,48,0,2024-12-28 20:47:43,四川,
212,7453401499742342454,,,,,,,,,,,,L1,7453435387534361394,我关注你这么多年有啥用？,🌞,99498540770,3,0,2024-12-28 20:16:02,黑龙江,
213,7453401499742342454,,,,,,,,,,,,L1,7453420103020692284,十一年不够[流泪][流泪][流泪],流浪在东京的猫儿,62202098551,7,0,2024-12-28 19:16:44,日本,
214,7453401499742342454,,,,,,,,,,,,L1,7453418573273596707,没人能保护我们,🌸南方棠🌸,103895730908,5,0,2024-12-28 19:10:50,安徽,
215,7453401499742342454,,,,,,,,,,,,L1,7453420330494329650,11年,梦,95954000485,25,0,2024-12-28 19:17:38,上海,
216,7453401499742342454,,,,,,,,,,,,L1,7453420064055001914,十一年不够[流泪][流泪][流泪],流浪在东京的猫儿,62202098551,7,0,2024-12-28 19:16:33,日本,
217,7453401499742342454,,,,,,,,,,,,L1,7453454036957168418,支持判死刑，祖国请保护妇女儿童[玫瑰][玫瑰][玫瑰],有李说不清。,61835680965,75,0,2024-12-28 21:28:24,浙江,
218,7453401499742342454,,,,,,,,,,,,L1,7453408651584602940,11年！,夜雪🐰,1126343415701383,139,0,2024-12-28 18:32:16,湖北,
219,7453401499742342454,,,,,,,,,,,,L1,7453423898345882428,11年,🌈缱绻🌸,75717296288,19,0,2024-12-28 19:31:27,江西,
220,7453401499742342454,,,,,,,,,,,,L1,7453456751464170297,彻底失望，作为00后我会先做到永远不结婚永远不生子,661,92304099358,3,0,2024-12-28 21:38:55,山东,
221,7453401499742342454,,,,,,,,,,,,L1,7453415660366922556,11年不够啊，太轻了[流泪],伊卡💭,17942276908,205,0,2024-12-28 18:59:28,安徽,
222,7453401499742342454,,,,,,,,,,,,L1,7453437660401730339,50年 判50年,余江小倪选房,4191791221600307,4,0,2024-12-28 20:24:50,江西,
223,7453401499742342454,,,,,,,,,,,,L1,7453451580252422970,支持判贺仲阳死刑，祖国请保护妇女儿童权益,Maria -,681288884038301,2,0,2024-12-28 21:18:51,贵州,
224,7453401499742342454,,,,,,,,,,,,L1,7453449866200433462,老百姓还能好好的活着吗？,俊奶奶一回族,86332482565,3,0,2024-12-28 21:12:13,辽宁,
225,7453401499742342454,,,,,,,,,,,,L1,7453441096187118370,十一年 请您发声,福娃,84841577846,4,0,2024-12-28 20:38:11,河北,
226,7453401499742342454,,,,,,,,,,,,L1,7453448069565285146,十一年,木易姑娘,622788992583748,16,0,2024-12-28 21:05:14,湖北,
227,7453401499742342454,,,,,,,,,,,,L1,7453424436856570682,这么恶劣的事件，才判11年！太不公平了！,柿柿如我心意,105179101732,5,0,2024-12-28 19:33:32,江苏,
228,7453401499742342454,,,,,,,,,,,,L1,7453447859675218688,结婚证不应成为丈夫殴打妻子的护身符！,It will pass,3878682902679595,31,0,2024-12-28 21:04:27,浙江,
229,7453401499742342454,,,,,,,,,,,,L1,7453452885889352483,十一年不够！！！[玫瑰][玫瑰][玫瑰][玫瑰],半勺泡泡糖,87626501649,104,0,2024-12-28 21:23:57,黑龙江,
230,7453401499742342454,,,,,,,,,,,,L1,7453424002493924153,是人民的网吗？,花椒泡泡,2287456039996664,5,0,2024-12-28 19:31:50,青海,
231,7453401499742342454,,,,,,,,,,,,L1,7453435778665825074,结婚证不应成为丈夫殴打妻子的护身符！,Ayang,94219380006,26,0,2024-12-28 20:17:35,甘肃,
232,7453401499742342454,,,,,,,,,,,,L1,7453449750257304358,结婚证不应成为丈夫殴打妻子的护身符！,钮钴禄-礼米(黑化版),2060951607580884,39,0,2024-12-28 21:11:46,广东,
233,7453401499742342454,,,,,,,,,,,,L1,7453420124495446842,十一年不够[流泪][流泪][流泪],流浪在东京的猫儿,62202098551,7,0,2024-12-28 19:16:48,日本,
234,7453401499742342454,,,,,,,,,,,,L1,7453422375390397241,请为人民发声！！,每天就想着吃,1195901700020141,6,0,2024-12-28 19:25:33,浙江,
235,7453401499742342454,,,,,,,,,,,,L1,7453454902883828491,保护妇女儿童，保护受害者,Daydream,74786034800,103,0,2024-12-28 21:31:46,山西,
236,7453401499742342454,,,,,,,,,,,,L1,7453440412604416819,支持判死刑，祖国请保护妇女儿童[玫瑰][玫瑰][玫瑰],流浪的猫（见过青岛的燕姿）,96584349603,4,0,2024-12-28 20:35:35,甘肃,
237,7453401499742342454,,,,,,,,,,,,L1,7453450389557396265,我最亲爱的祖国，请保护妇女儿童,玖,1666513344148087,3,0,2024-12-28 21:14:16,北京,
238,7453401499742342454,,,,,,,,,,,,L1,7453431330845393721,十一年太少,菲菲,97690379459,30,0,2024-12-28 20:00:17,四川,
239,7453401499742342454,,,,,,,,,,,,L1,7453420091855635259,十一年不够[流泪][流泪][流泪],流浪在东京的猫儿,62202098551,7,0,2024-12-28 19:16:41,日本,
240,7453401499742342454,,,,,,,,,,,,L1,7453423384110891836,被打到终身残疾，就只判十一年，果然结婚证是用来保护男人的,丸子公主,104826351521,6,0,2024-12-28 19:29:27,山西,
241,7453401499742342454,,,,,,,,,,,,L1,7453438784992117564,请主持公道，把那个贺某的关系网抓出来，判那个贺某50年,F姐/搬砖人,51550490325,3,0,2024-12-28 20:29:13,广东,
242,7453401499742342454,,,,,,,,,,,,L1,7453449578550461223,请祖国保护妇女儿童，十一年不够,女人不拽,927619595895438,3,0,2024-12-28 21:11:06,河南,
243,7453401499742342454,,,,,,,,,,,,L1,7453427797772616463,妈妈，连你也重男轻女吗,旌茨,66637296377,4,0,2024-12-28 19:46:34,广西,
244,7453401499742342454,,,,,,,,,,,,L1,7453423382370435899,重伤  影响恶劣  这是谋杀  坚决要求重判 重判,小鬼 ~,71694853059,6,0,2024-12-28 19:29:27,新疆,
245,7453401499742342454,,,,,,,,,,,,L1,7453440648781202191,男权社会,荣华,103823049284,2,0,2024-12-28 20:36:28,湖南,
246,7453401499742342454,,,,,,,,,,,,L1,7453417932484985651,不够 太轻了,然子和恩妹,98856937270,6,0,2024-12-28 19:08:20,浙江,
247,7453401499742342454,,,,,,,,,,,,L1,7453454950509757234,眼睛不好吗[绝望的凝视],地平线,2145851195534941,1,0,2024-12-28 21:31:56,贵州,
248,7453401499742342454,,,,,,,,,,,,L1,7453420081222861626,十一年不够[流泪][流泪][流泪],流浪在东京的猫儿,62202098551,6,0,2024-12-28 19:16:38,日本,
249,7453401499742342454,,,,,,,,,,,,L1,7453449726802658075,如果没有结婚证还是仅仅只判十一年吗？[发怒]谁还敢结婚[发怒],小佳吸欧气！,65160324103,2,0,2024-12-28 21:11:41,四川,
